recall@5,recall@10,recall@20,ndcg@5,ndcg@10,ndcg@20,hit@5,hit@10,hit@20,segment
0.06435907509260298,0.10080162382609346,0.148819545777678,0.04161268433616383,0.05332754236954486,0.06539891212473356,0.06435907509260298,0.10080162382609346,0.148819545777678,morning
0.057085040597270056,0.08914054448103366,0.13298308237600864,0.036688345880015294,0.046987479249338666,0.05801185754510972,0.057085040597270056,0.08914054448103366,0.13298308237600864,evening
0.06062521765941542,0.0946721411475559,0.14053755498326378,0.03903997227643392,0.049987396466024916,0.06151989386832217,0.06062521765941542,0.0946721411475559,0.14053755498326378,weekday
0.0568321030800898,0.08913791066309303,0.1328611316671538,0.03664322647612535,0.04700729961517789,0.05799930224334085,0.0568321030800898,0.08913791066309303,0.1328611316671538,weekend
0.09057007216586695,0.13664422354872788,0.19436418943858264,0.06032158359343745,0.07514796599736837,0.0896583398343131,0.09057007216586695,0.13664422354872788,0.19436418943858264,cold_start
